datetime,temp,humidity,rain,cloud,wind,pressure,solar
2026-01-21 15:00:00,27.2,32,0.0,34,10.1,957.5,562.0
2026-01-21 16:00:00,26.8,32,0.0,61,10.0,957.5,320.0
2026-01-21 17:00:00,25.8,36,0.0,28,11.7,957.5,116.0
2026-01-21 18:00:00,25.4,38,0.0,30,10.8,958.2,13.0
2026-01-21 19:00:00,24.4,42,0.0,19,10.1,958.9,0.0
2026-01-21 20:00:00,23.5,43,0.0,5,9.7,959.2,0.0
2026-01-21 21:00:00,23.1,42,0.0,2,9.2,959.5,0.0
2026-01-21 22:00:00,22.8,42,0.0,1,8.4,959.3,0.0
2026-01-21 23:00:00,21.7,47,0.0,0,6.9,958.9,0.0
2026-01-22 00:00:00,21.1,49,0.0,0,9.5,958.6,0.0
2026-01-22 01:00:00,19.5,62,0.0,0,7.8,958.6,0.0
2026-01-22 02:00:00,18.8,69,0.0,0,6.4,958.1,0.0
2026-01-22 03:00:00,18.4,71,0.0,0,5.6,957.9,0.0
2026-01-22 04:00:00,18.0,72,0.0,0,5.8,957.9,0.0
2026-01-22 05:00:00,17.4,79,0.0,0,3.1,957.7,0.0
2026-01-22 06:00:00,18.1,71,0.0,0,6.0,958.4,0.0
2026-01-22 07:00:00,18.3,66,0.0,0,6.5,959.1,23.0
2026-01-22 08:00:00,20.0,57,0.0,0,5.2,960.5,192.0
2026-01-22 09:00:00,22.0,47,0.0,0,8.0,961.6,412.0
2026-01-22 10:00:00,24.0,38,0.0,0,9.4,961.5,605.0
2026-01-22 11:00:00,25.2,35,0.0,0,8.8,961.2,745.0
2026-01-22 12:00:00,26.3,31,0.0,0,9.0,960.2,817.0
2026-01-22 13:00:00,26.9,30,0.0,0,9.8,959.1,815.0
2026-01-22 14:00:00,27.0,30,0.0,2,10.5,957.9,736.0
2026-01-22 15:00:00,26.9,31,0.0,9,10.7,957.3,588.0
2026-01-22 16:00:00,26.2,33,0.0,20,10.9,957.4,344.0
2026-01-22 17:00:00,25.5,36,0.0,9,11.6,957.5,157.0
2026-01-22 18:00:00,24.8,38,0.0,4,10.8,958.1,15.0
2026-01-22 19:00:00,24.0,40,0.0,0,8.9,958.8,0.0
2026-01-22 20:00:00,23.2,43,0.0,0,7.6,959.3,0.0
2026-01-22 21:00:00,22.6,46,0.0,1,7.2,959.5,0.0
2026-01-22 22:00:00,22.2,46,0.0,1,7.6,959.4,0.0
2026-01-22 23:00:00,21.4,49,0.0,0,6.8,959.4,0.0
2026-01-23 00:00:00,20.8,51,0.0,0,8.3,959.0,0.0
2026-01-23 01:00:00,19.8,56,0.0,0,11.3,958.9,0.0
2026-01-23 02:00:00,19.0,70,0.0,0,11.3,958.2,0.0
2026-01-23 03:00:00,18.6,74,0.0,0,9.5,958.0,0.0
2026-01-23 04:00:00,18.2,75,0.0,0,7.6,958.2,0.0
2026-01-23 05:00:00,17.8,82,0.0,0,5.4,958.7,0.0
2026-01-23 06:00:00,18.0,79,0.0,0,6.7,959.5,0.0
2026-01-23 07:00:00,18.0,77,0.0,0,6.2,960.2,23.0
2026-01-23 08:00:00,19.6,68,0.0,0,4.6,961.3,191.0
2026-01-23 09:00:00,22.1,54,0.0,0,6.6,962.0,411.0
2026-01-23 10:00:00,24.2,40,0.0,0,7.9,962.3,605.0
2026-01-23 11:00:00,25.1,35,0.0,0,8.3,961.8,747.0
2026-01-23 12:00:00,26.1,31,0.0,0,7.9,961.1,821.0
2026-01-23 13:00:00,26.7,30,0.0,0,8.3,960.0,819.0
2026-01-23 14:00:00,26.8,29,0.0,0,8.5,958.9,741.0
2026-01-23 15:00:00,26.6,30,0.0,0,8.4,958.3,595.0
2026-01-23 16:00:00,26.2,31,0.0,0,9.3,958.2,399.0
2026-01-23 17:00:00,25.5,34,0.0,0,11.6,957.9,178.0
2026-01-23 18:00:00,24.8,35,0.0,0,10.8,958.5,18.0
2026-01-23 19:00:00,23.9,38,0.0,0,8.2,959.4,0.0
2026-01-23 20:00:00,23.2,39,0.0,0,5.8,960.3,0.0
2026-01-23 21:00:00,22.6,41,0.0,0,5.8,960.7,0.0
2026-01-23 22:00:00,22.1,43,0.0,0,6.7,960.6,0.0
2026-01-23 23:00:00,21.4,48,0.0,0,4.7,960.8,0.0
2026-01-24 00:00:00,21.0,50,0.0,0,6.7,960.7,0.0
2026-01-24 01:00:00,20.1,53,0.0,0,7.0,960.1,0.0
2026-01-24 02:00:00,19.0,59,0.0,0,6.4,959.7,0.0
2026-01-24 03:00:00,18.2,69,0.0,0,6.5,959.6,0.0
2026-01-24 04:00:00,17.6,82,0.0,0,6.4,959.9,0.0
2026-01-24 05:00:00,17.5,98,0.0,100,5.2,960.1,0.0
2026-01-24 06:00:00,17.9,96,0.0,98,6.1,961.2,0.0
2026-01-24 07:00:00,17.9,95,0.0,100,5.9,961.7,17.0
2026-01-24 08:00:00,18.9,88,0.0,33,7.2,962.5,153.0
2026-01-24 09:00:00,21.1,74,0.0,21,6.3,963.4,390.0
2026-01-24 10:00:00,23.3,59,0.0,0,6.6,963.5,580.0
2026-01-24 11:00:00,25.0,47,0.0,29,6.0,963.0,738.0
2026-01-24 12:00:00,26.4,38,0.0,15,6.1,962.1,757.0
2026-01-24 13:00:00,27.6,34,0.0,20,5.7,960.7,780.0
2026-01-24 14:00:00,28.1,31,0.0,45,6.6,959.6,669.0
2026-01-24 15:00:00,27.9,31,0.0,65,7.2,958.9,419.0
2026-01-24 16:00:00,27.3,33,0.0,17,9.7,958.5,280.0
2026-01-24 17:00:00,25.8,37,0.0,4,8.4,958.8,154.0
2026-01-24 18:00:00,24.9,41,0.0,0,11.2,959.1,18.0
2026-01-24 19:00:00,24.1,43,0.0,0,9.2,960.0,0.0
2026-01-24 20:00:00,23.6,44,0.0,2,7.9,960.5,0.0
2026-01-24 21:00:00,22.8,48,0.0,2,7.3,960.7,0.0
2026-01-24 22:00:00,21.7,56,0.0,14,6.2,960.5,0.0
2026-01-24 23:00:00,21.1,62,0.0,13,5.0,960.4,0.0
2026-01-25 00:00:00,20.9,63,0.0,1,4.8,959.8,0.0
2026-01-25 01:00:00,20.6,64,0.0,0,4.4,959.2,0.0
2026-01-25 02:00:00,20.2,66,0.0,0,3.6,958.4,0.0
2026-01-25 03:00:00,19.5,74,0.0,0,1.5,957.8,0.0
2026-01-25 04:00:00,19.2,76,0.0,9,0.7,957.5,0.0
2026-01-25 05:00:00,19.2,74,0.0,0,5.4,957.8,0.0
2026-01-25 06:00:00,19.2,74,0.0,0,7.0,958.8,0.0
2026-01-25 07:00:00,19.1,76,0.0,0,6.8,959.4,22.0
2026-01-25 08:00:00,20.6,72,0.0,0,5.4,960.6,186.0
2026-01-25 09:00:00,23.0,62,0.0,0,6.6,961.3,402.0
2026-01-25 10:00:00,25.0,50,0.0,0,8.5,961.4,595.0
2026-01-25 11:00:00,26.2,46,0.0,0,8.9,960.9,734.0
2026-01-25 12:00:00,27.8,40,0.0,26,7.7,960.2,805.0
2026-01-25 13:00:00,28.4,38,0.0,58,7.5,958.9,702.0
2026-01-25 14:00:00,28.5,37,0.0,56,6.9,958.2,529.0
2026-01-25 15:00:00,28.6,36,0.0,48,6.7,957.9,409.0
2026-01-25 16:00:00,28.2,37,0.0,52,5.6,957.9,289.0
2026-01-25 17:00:00,26.3,47,0.0,54,9.6,958.2,133.0
2026-01-25 18:00:00,26.0,48,0.0,48,8.8,958.8,14.0
2026-01-25 19:00:00,25.5,50,0.0,24,9.1,959.4,0.0
2026-01-25 20:00:00,24.9,53,0.0,2,8.4,960.1,0.0
2026-01-25 21:00:00,24.0,56,0.0,0,8.6,960.0,0.0
2026-01-25 22:00:00,23.5,57,0.0,9,7.2,959.9,0.0
2026-01-25 23:00:00,22.4,62,0.0,14,9.1,959.9,0.0
2026-01-26 00:00:00,21.9,62,0.0,2,9.5,959.7,0.0
2026-01-26 01:00:00,21.1,64,0.0,0,8.7,959.2,0.0
2026-01-26 02:00:00,20.5,68,0.0,3,8.3,958.8,0.0
2026-01-26 03:00:00,20.0,70,0.0,0,8.0,958.6,0.0
2026-01-26 04:00:00,19.6,69,0.0,5,7.5,958.6,0.0
2026-01-26 05:00:00,20.1,70,0.0,11,9.5,959.0,0.0
2026-01-26 06:00:00,19.7,73,0.0,0,9.8,959.6,0.0
2026-01-26 07:00:00,19.6,77,0.0,0,8.5,960.2,22.0
2026-01-26 08:00:00,20.9,74,0.0,0,8.4,961.6,189.0
2026-01-26 09:00:00,22.9,63,0.0,3,8.7,962.6,402.0
2026-01-26 10:00:00,25.0,51,0.0,27,9.9,962.6,583.0
2026-01-26 11:00:00,25.6,51,0.0,58,9.4,962.1,678.0
2026-01-26 12:00:00,27.0,45,0.0,1,8.2,961.3,717.0
2026-01-26 13:00:00,28.2,40,0.0,28,7.0,960.2,786.0
2026-01-26 14:00:00,28.7,37,0.0,38,6.4,959.4,657.0
2026-01-26 15:00:00,28.6,36,0.0,98,6.1,959.1,457.0
2026-01-26 16:00:00,28.1,37,0.0,48,6.8,959.0,193.0
2026-01-26 17:00:00,27.0,42,0.0,59,9.7,959.6,138.0
2026-01-26 18:00:00,26.2,48,0.0,48,10.9,960.3,14.0
2026-01-26 19:00:00,25.7,49,0.0,11,8.9,961.3,0.0
2026-01-26 20:00:00,24.9,51,0.0,9,7.4,961.7,0.0
2026-01-26 21:00:00,24.1,53,0.0,9,7.0,961.7,0.0
2026-01-26 22:00:00,23.7,54,0.0,5,7.1,961.5,0.0
2026-01-26 23:00:00,23.0,59,0.0,2,6.7,961.2,0.0
2026-01-27 00:00:00,22.5,60,0.0,2,9.5,961.0,0.0
2026-01-27 01:00:00,21.1,68,0.0,0,9.2,960.6,0.0
2026-01-27 02:00:00,20.5,70,0.0,0,8.5,960.1,0.0
2026-01-27 03:00:00,20.1,67,0.0,0,7.5,960.2,0.0
2026-01-27 04:00:00,19.8,65,0.0,0,7.2,960.1,0.0
2026-01-27 05:00:00,19.5,71,0.0,0,6.8,960.3,0.0
2026-01-27 06:00:00,19.8,66,0.0,41,7.3,961.0,0.0
2026-01-27 07:00:00,20.0,64,0.0,94,7.2,961.9,23.0
2026-01-27 08:00:00,21.3,59,0.0,95,6.6,962.8,184.0
2026-01-27 09:00:00,23.4,52,0.0,88,7.6,963.7,398.0
2026-01-27 10:00:00,25.2,46,0.0,83,9.2,963.7,589.0
2026-01-27 11:00:00,26.5,42,0.0,94,9.8,963.4,730.0
2026-01-27 12:00:00,27.5,40,0.0,18,9.4,962.3,803.0
2026-01-27 13:00:00,28.6,37,0.0,77,6.0,961.3,804.0
2026-01-27 14:00:00,28.0,37,0.0,70,6.0,959.8,399.0
2026-01-27 15:00:00,28.1,37,0.0,88,6.5,959.7,347.0
2026-01-27 16:00:00,28.1,37,0.0,76,5.0,959.0,262.0
2026-01-27 17:00:00,27.4,40,0.0,100,9.5,959.1,137.0
2026-01-27 18:00:00,26.6,43,0.0,58,10.5,959.7,8.0
2026-01-27 19:00:00,25.6,48,0.0,0,10.4,960.0,0.0
2026-01-27 20:00:00,24.6,51,0.0,3,8.0,960.8,0.0
2026-01-27 21:00:00,24.3,51,0.0,0,6.2,960.9,0.0
2026-01-27 22:00:00,23.8,53,0.0,0,7.1,960.7,0.0
2026-01-27 23:00:00,22.8,57,0.0,0,7.9,959.9,0.0
2026-01-28 00:00:00,22.4,58,0.0,0,6.7,959.7,0.0
2026-01-28 01:00:00,22.0,59,0.0,0,6.9,959.1,0.0
2026-01-28 02:00:00,21.2,62,0.0,0,5.8,958.9,0.0
2026-01-28 03:00:00,20.6,65,0.0,1,3.7,958.6,0.0
2026-01-28 04:00:00,20.1,67,0.0,0,2.7,958.5,0.0
2026-01-28 05:00:00,19.0,75,0.0,4,2.4,958.4,0.0
2026-01-28 06:00:00,19.5,71,0.0,0,3.6,959.5,0.0
2026-01-28 07:00:00,19.5,71,0.0,0,3.3,960.1,23.0
2026-01-28 08:00:00,21.1,62,0.0,2,1.9,961.4,186.0
2026-01-28 09:00:00,23.6,51,0.0,3,2.2,962.4,401.0
2026-01-28 10:00:00,25.8,44,0.0,3,2.7,962.4,597.0
2026-01-28 11:00:00,26.8,41,0.0,0,2.4,961.8,736.0
2026-01-28 12:00:00,28.8,35,0.0,55,1.1,960.8,811.0
2026-01-28 13:00:00,29.5,32,0.0,66,0.4,959.5,619.0
2026-01-28 14:00:00,30.1,29,0.0,97,1.7,958.5,546.0
2026-01-28 15:00:00,29.8,30,0.0,100,5.2,958.1,366.0
2026-01-28 16:00:00,28.8,34,0.0,99,9.7,958.0,189.0
2026-01-28 17:00:00,26.9,43,0.0,59,9.7,958.3,100.0
2026-01-28 18:00:00,27.0,42,0.0,30,6.5,958.9,16.0
2026-01-28 19:00:00,26.1,46,0.0,3,9.2,959.2,0.0
2026-01-28 20:00:00,24.9,51,0.0,1,9.1,959.7,0.0
2026-01-28 21:00:00,24.0,55,0.0,2,6.9,959.9,0.0
2026-01-28 22:00:00,23.5,56,0.0,1,6.0,959.7,0.0
2026-01-28 23:00:00,22.9,60,0.0,0,5.6,959.2,0.0
2026-01-29 00:00:00,22.6,62,0.0,0,5.4,958.8,0.0
2026-01-29 01:00:00,22.1,63,0.0,0,5.3,958.0,0.0
2026-01-29 02:00:00,21.5,66,0.0,0,6.5,957.5,0.0
2026-01-29 03:00:00,20.9,69,0.0,0,4.7,957.2,0.0
2026-01-29 04:00:00,20.5,72,0.0,0,3.3,957.1,0.0
2026-01-29 05:00:00,19.4,82,0.0,0,1.8,957.0,0.0
2026-01-29 06:00:00,19.9,78,0.0,0,4.7,958.0,0.0
2026-01-29 07:00:00,19.8,79,0.0,0,6.3,959.0,24.0
2026-01-29 08:00:00,20.9,75,0.0,0,5.8,960.2,191.0
2026-01-29 09:00:00,23.2,66,0.0,0,6.0,961.4,411.0
2026-01-29 10:00:00,25.6,53,0.0,0,7.3,961.5,606.0
2026-01-29 11:00:00,27.0,43,0.0,0,8.6,961.2,750.0
2026-01-29 12:00:00,28.2,35,0.0,0,9.0,960.2,826.0
2026-01-29 13:00:00,28.9,32,0.0,1,8.8,959.1,829.0
2026-01-29 14:00:00,29.1,31,0.0,5,9.0,958.2,751.0
2026-01-29 15:00:00,29.2,31,0.0,34,9.3,958.1,579.0
2026-01-29 16:00:00,28.8,30,0.0,58,9.6,958.0,332.0
2026-01-29 17:00:00,27.9,34,0.0,100,9.7,958.1,122.0
2026-01-29 18:00:00,27.1,39,0.0,20,10.7,958.9,17.0
2026-01-29 19:00:00,26.1,44,0.0,9,8.9,959.7,0.0
2026-01-29 20:00:00,25.0,50,0.0,1,8.1,960.3,0.0
2026-01-29 21:00:00,24.0,54,0.0,1,6.0,960.6,0.0
2026-01-29 22:00:00,23.2,58,0.0,0,6.5,960.6,0.0
2026-01-29 23:00:00,22.6,60,0.0,4,6.1,960.4,0.0
2026-01-30 00:00:00,22.2,61,0.0,4,5.4,959.9,0.0
2026-01-30 01:00:00,21.8,63,0.0,5,5.8,959.2,0.0
2026-01-30 02:00:00,21.4,64,0.0,0,6.1,958.3,0.0
2026-01-30 03:00:00,20.6,67,0.0,0,7.8,958.0,0.0
2026-01-30 04:00:00,20.0,70,0.0,0,4.8,958.0,0.0
2026-01-30 05:00:00,19.6,79,0.0,0,3.6,958.3,0.0
2026-01-30 06:00:00,19.6,79,0.0,0,9.7,959.2,0.0
2026-01-30 07:00:00,19.6,77,0.0,0,8.7,960.2,24.0
2026-01-30 08:00:00,20.2,76,0.0,0,7.0,961.2,195.0
2026-01-30 09:00:00,22.4,70,0.0,1,7.3,962.2,414.0
2026-01-30 10:00:00,24.8,58,0.0,0,7.9,962.3,610.0
2026-01-30 11:00:00,26.0,48,0.0,0,8.8,962.0,753.0
2026-01-30 12:00:00,27.5,40,0.0,1,9.5,961.1,827.0
2026-01-30 13:00:00,28.4,36,0.0,20,9.5,960.1,815.0
2026-01-30 14:00:00,28.5,34,0.0,64,9.8,958.9,665.0
2026-01-30 15:00:00,28.0,35,0.0,98,10.7,958.6,394.0
2026-01-30 16:00:00,27.4,37,0.0,100,10.5,958.7,197.0
2026-01-30 17:00:00,27.0,38,0.0,97,9.4,958.9,116.0
2026-01-30 18:00:00,26.5,40,0.0,99,10.1,959.3,14.0
2026-01-30 19:00:00,25.7,44,0.0,0,10.3,960.0,0.0
2026-01-30 20:00:00,24.5,48,0.0,0,7.4,960.6,0.0
2026-01-30 21:00:00,24.0,50,0.0,0,6.7,960.8,0.0
2026-01-30 22:00:00,23.8,49,0.0,0,7.6,960.7,0.0
2026-01-30 23:00:00,23.0,55,0.0,0,7.0,960.3,0.0
2026-01-31 00:00:00,22.4,57,0.0,0,6.7,959.7,0.0
2026-01-31 01:00:00,21.5,61,0.0,0,5.8,959.2,0.0
2026-01-31 02:00:00,20.5,65,0.0,0,8.5,958.9,0.0
2026-01-31 03:00:00,19.6,71,0.0,0,7.9,958.7,0.0
2026-01-31 04:00:00,19.0,76,0.0,0,7.0,958.8,0.0
2026-01-31 05:00:00,18.6,82,0.0,0,5.8,959.2,0.0
2026-01-31 06:00:00,18.9,79,0.0,0,6.0,959.7,0.0
2026-01-31 07:00:00,19.0,75,0.0,0,6.7,960.6,25.0
2026-01-31 08:00:00,20.5,64,0.0,0,6.4,961.6,197.0
2026-01-31 09:00:00,22.6,53,0.0,0,7.8,962.6,421.0
2026-01-31 10:00:00,24.6,46,0.0,0,9.6,962.8,618.0
2026-01-31 11:00:00,25.6,42,0.0,0,10.0,962.2,761.0
2026-01-31 12:00:00,26.8,38,0.0,0,10.5,961.5,836.0
2026-01-31 13:00:00,27.4,37,0.0,0,10.4,960.3,835.0
2026-01-31 14:00:00,27.6,36,0.0,0,9.9,959.2,757.0
2026-01-31 15:00:00,27.6,37,0.0,1,9.9,958.7,612.0
2026-01-31 16:00:00,27.4,38,0.0,49,10.0,958.7,411.0
2026-01-31 17:00:00,26.6,39,0.0,95,10.8,958.8,158.0
2026-01-31 18:00:00,25.9,42,0.0,12,10.9,959.3,15.0
2026-01-31 19:00:00,24.9,46,0.0,0,9.3,960.1,0.0
2026-01-31 20:00:00,24.2,47,0.0,0,7.8,960.4,0.0
2026-01-31 21:00:00,23.8,48,0.0,0,5.2,960.7,0.0
2026-01-31 22:00:00,23.4,50,0.0,0,5.2,960.6,0.0
2026-01-31 23:00:00,22.1,59,0.0,0,2.9,960.2,0.0
